序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
1155,"
                                                                                                    不开，开一夜空调第二天起来浑身发软//@天气预报: 可能跟体重也有关系，对于胖子来说时候还早//@天气通: 昨晚的小调研，数了数还是开空调大军获胜不过以南方同学居多，北方的朋友大部分都不开了，这两天。                                            ", 8月17日 11:22,11,34,78,微博 weibo.com,FhuDs3RGF,0
1156,"
                                                                                                    #2017汛期# #嗨，夏天# 见过这么清奇的闪电么】16日17时许，福州市突发强对流天气，电闪雷鸣，大雨倾盆，其中闽侯县和永泰县等地乡村还降下小冰雹。图为，19时10分，在福州市南江滨公园拍摄到的闪电。摄影：颜家蔚 ????????                                            ", 8月17日 11:00,2,5,23,微博 weibo.com,FhuuvE0Np,0
1157,"
                                                                                                    澄澈！粉丝@懒懒的篮子桑 私信说要炫耀一下珠海的天  #暑期旅游天气# 大家看看~ ????????                                            ", 8月17日 10:30,4,5,36,微博 weibo.com,FhuikFbkY,0
1158,"
                                                                                                    #抗震救灾气象行动#【九寨沟地震灾区转入过渡安置和灾后恢复重建阶段】据新华社四川九寨沟8月16日电 （记者江毅、刘海、吴文栩）“8·8”九寨沟7.0级地震抗震救灾指挥部16日举行的第五次会议透露，当前地震灾区抢险救援、应急安置阶段任务已总体完成，进入过渡安置和灾后恢复重建阶段。灾区将尽快启动灾 ????????...展开全文c                                            ", 8月17日 10:05,转发,1,11,微博 weibo.com,Fhu8y6zF9,1
1159,"
                                                                                                    【高温回头杀】未来三天，副热带高压将逐渐向西延伸，并控制我国江南、西南地区东部等地，受其影响，重庆、湖南、江西、浙江、福建、广东的部分地区的日最高气温将逐渐上升，并出现35℃以上的高温天气。 #秋老虎来了# ????????                                            ", 8月17日 09:43,10,29,26,微博 weibo.com,FhtZE9dzv,0
1160,"
                                                                                                    #夏季台风#【榕树停编】“榕树”今晨8时在西北太平洋洋面上减弱变性为温带气旋，中央气象台8时对其停止编号。 ????????                                            ", 8月17日 09:04,3,8,34,微博 weibo.com,FhtJC3519,0
1161,"
                                                                                                    #2017汛期#【南海伏季休渔结束 渔民出海捕鱼】8月16日，在海南省三亚市，渔船驶出三亚崖州中心渔港。当日，南海海域结束伏季休渔，正式开渔。 新华社发（陈文武 摄） ????????                                            ", 8月17日 09:00,3,2,25,微博 weibo.com,FhtHOnsbM,0
1162,"
                                                                                                    这是8月15日在塞拉利昂弗里敦拍摄的泥石流灾害现场。塞拉利昂首都弗里敦市及周边地区14日清晨因强降雨引发洪水和泥石流灾害，大片房屋被埋，目前已造成至少300人遇难。 新华社发（刘宇摄）你不知道明天和意外，哪一个会先来，珍惜生命，为灾区祈福。 ????????                                            ", 8月17日 08:59,4,7,19,微博 weibo.com,FhtHIrT4Q,0
1163,"
                                                                                                    #2017汛期# 【广西融水强降雨致山体滑坡 村庄道路中断】16日下午3点30分，我们在现场看到，整个路段被石头和泥土淹没，降雨还在持续。车辆排队从抢修出的道路缓慢排队通行。主持人，陈成。摄影，付发朝，张哲睿。拍摄单位：广西区气象局，柳州市气象局。 L中国气象局的秒拍视频 ????????                                            ", 8月17日 08:52,4,4,15,秒拍网页版,FhtEz7vpX,0
1164,"
                                                                                                    #2017汛期# 【洪水退去后的柳州金沙角船头】16日晚9点半，柳州市金沙角船头，洪水退去，清淤工作开始。主持人，陈成。摄影，付发朝，张哲睿。拍摄单位：广西区气象局，柳州市气象局。 L中国气象局的秒拍视频 ????????                                            ", 8月17日 08:46,1,2,14,秒拍网页版,FhtCjkbO5,0
1165,"
                                                                                                    #2017汛期#【明起长江中下游再迎强降雨】昨天起，南方地区降雨整体减弱，全国降水以强对流天气为主。明天开始，长江中下游地区将出现新一轮降水过程，江汉、江淮、江南北部等地有中到大雨，局地有暴雨或大暴雨。O网页链接 ????????                                            ", 8月17日 08:36,13,15,16,微博 weibo.com,FhtyjbDkI,0
1166,"
                                                                                                    有山东粉丝一早说被雷声惊醒！没错，今天华北江淮江南中北部华南四川盆地等地有强对流天气，局地将有短时强降水、雷暴大风或冰雹天气。 #2017汛期# 大家出行注意，那么问题来了，你被雷击的概率有多大？戳图↓ ????????                                            ", 8月17日 08:17,6,23,29,Weico.Android,FhtqoByob,0
1167,"
                                                                                                    #暑期旅游天气#【未来三天，这里有雨】黄淮江汉江淮等地有较强降水过程 | 18日至20日，受低层切变和暖湿空气影响，黄淮南部、江汉、江淮等地有中到大雨，其中河南南部、湖北北部、安徽北部、江苏中部等地局地有暴雨或大暴雨；上述部分地区有短时强降水，局地还将伴有雷暴大风等强对流天气。四川西部 ????????...展开全文c                                            ", 8月17日 08:01,6,8,13,Weico.Android,FhtjY0LSM,0
1168,"
                                                                                                    #2017汛期#汛期各种灾害性天气多发，企业和个人应该如何注意哪些事项，保障安全。戳图：气象和安全专家告诉你 ????????                                            ", 8月17日 07:22,25,3,10,微博 weibo.com,Fht42bAfB,0
1169,"
                                                                                                    #象博士说早安# 坚强恒久远，一颗永流传各位宝宝们，坚强地上班上学去吧 ????????                                            ", 8月17日 06:30,11,28,69,微博 weibo.com,FhsIVryVA,0
1170,"
                                                                                                    分享一个独属于你的特异功能_____。 #象博士说晚安# ????????                                            ", 8月16日 23:46,6,136,37,微博 weibo.com,Fhq4Ws2Yz,0
1171,"
                                                                                                    #气象粉丝上线# 超级无敌极度乖巧的粉丝发来的 ????????                                            ", 8月16日 22:21,10,9,94,iPhone 6s Plus,FhpwuDq9I,0
1172,"
                                                                                                    今天下午，北京平谷镇罗营季家沟的冰雹，你们来体会下  L中央气象台的秒拍视频 ?????? #北京下冰雹了# ????????                                            ", 8月16日 21:52,19,29,21,Weico.Android,FhpkSd23Z,0
1173,"
                                                                                                    雨又又又来了！18-20日，长江中下游地区又将经历新一轮较强降雨过程，江汉、江淮、江南北部等地有中到大雨，局地有暴雨或大暴雨。其中，看下图——九寨沟地区还有中到大雨，震区需注意防范降雨可能引发的滑坡等次生灾害。 #抗震救灾气象行动# ????????                                            ", 8月16日 20:43,转发,11,19,Weico.Android,FhoSPyFYK,0
1174,"
                                                                                                    #2017汛期#【今年第4次被淹！网红柳州水上派出所“名副其实” 】8月15日，因上游持续强降雨，柳江河广西柳州市区河段洪水暴涨。坐落在江滨路的柳州市公安局水上派出所再次“名副其实”。这已经是水上派出所今年第4次被淹了！网友：这得游泳进去报案了 ！（中新网） ?????? ????????                                            ", 8月16日 20:19,6,11,45,Weico.Android,FhoJhockK,0
1175,"
                                                                                                    我发表了新文章：°立秋刚过暑去凉来 中医教你如何养生 ????????                                            ", 8月16日 18:37,7,5,9,粉丝服务平台,Fho3T4pbL,0
1176,"
                                                                                                    #2017汛期# 今日雨后的北京慕田峪长城。淑琴摄影 ????????                                            ", 8月16日 18:32,5,3,40,iPhone 6s Plus,Fho1xnmWQ,0
1177,"
                                                                                                    #气候变化# 据香港《文汇报》报道，英国爱丁堡大学的研究人员近期在南极洲西部的冰层下发现91座火山，连同早前已发现的47座，南极火山带或为全球最大的火山带，超过目前所知最大的东非火山脊。 °南极冰层下再现91座火山 或成全球最大火山带 ????????                                            ", 8月16日 16:58,21,13,27,微博 weibo.com,Fhnpp7IWm,0
1178,"
                                                                                                    #强对流天气# 朋友圈被彩虹刷屏，可小编并木有拍到 2北京·中国气象局 ????????                                            ", 8月16日 16:51,4,7,55,iPhone 6s Plus,FhnmIsU2c,0
1179,"
                                                                                                    金灿灿的！阳光下，小编同事刚刚拍的跳跃雨滴  #2017汛期# ????????                                            ", 8月16日 16:46,4,9,36,微博 weibo.com,Fhnkv7HCQ,0
1180,"
                                                                                                     转发好心情！ #气象粉丝上线#                                             ", 8月16日 16:34,5,8,赞,Android,FhnfVntFk,0
1181,"
                                                                                                    #强对流天气# 太阳雨 2北京·中国气象局 ????????                                            ", 8月16日 16:17,转发,16,32,iPhone 6s Plus,Fhn8U9CDM,0
1182,"
                                                                                                    够精细//@气象北京: 回复@王九斤啊:统一回复：城区20点左右降雨基本结束；全市23点左右降雨基本结束——新鲜出炉的会商结论。//@王九斤啊:小编，请问下到几点呀？坐标西南四环                                            ", 8月16日 15:54,4,1,9,微博 weibo.com,FhmZE2m16,0
1183,"
                                                                                                    #强对流天气又来了#                                             ", 8月16日 15:11,4,4,17,iPhone 6s Plus,FhmI1zyC8,0
1184,"
                                                                                                    #嗨，夏天# 蓝天也有污染？没错，臭氧就是夏日的一大危害人们身体健康的杀手，当然，仅限于低层的臭氧，高层的反而是有好处的。戳下这个图，你就明白啦 ????????                                            ", 8月16日 14:54,10,4,15,微博 weibo.com,FhmBbcgX0,0
1185,"
                                                                                                    惊险！滚滚洪流中上演的真实版生死时速，掌心都捏出汗来了！L桂林水灾惊险一幕：刚刚跑下桥 简易桥就塌了 ?????? #2017汛期# ????????                                            ", 8月16日 13:54,37,23,49,Weico.Android,FhmcHAzdz,0
1186,"
                                                                                                    知识点：一天等于24小时~ #暑期旅游天气# ??查看图片                                            ", 8月16日 13:10,1,12,5,Weico.Android,FhlV10wsM,0
1187,"
                                                                                                    想知道你找我有什么事？ #气象粉丝上线# ????????                                            ", 8月16日 12:33,53,32,72,Weico.Android,FhlFXhYqY,0
1188,"
                                                                                                    #强对流天气# 【中央气象台8月16日10时发布强对流天气蓝色预警】　　预计8月16日14时至17日14时，黑龙江北部、河北东部、北京东部、天津、山西东南部、山东北部和中部、江苏南部、浙江北部、湖南东北部、江西北部、贵州南部、广西北部等地的局地将有雷暴大风或冰雹天气。辽宁西部和中部、山西东南部 ????????...展开全文c                                            ", 8月16日 10:40,1,2,16,微博 weibo.com,FhkW08Jre,0
1189,"
                                                                                                    #热浪来袭# 夏季酷暑，私家车、公交车等交通工具多选择关紧车窗、打开空调，然而，在怠速行驶时关闭门窗开空调，导致一氧化碳中毒而死的事件偶有发生。最近就有媒体报道合肥一男子死于私家车内，警方怀疑为通风不足导致的一氧化碳中毒。 °夏季开车犯困？当心是二氧化碳超标 ????????                                            ", 8月16日 10:38,7,2,14,微博 weibo.com,FhkVlCYA0,0
1190,"
                                                                                                    #2017汛期#【民政部、国家减灾委办公室发布2017年7月份全国自然灾害基本情况】近日，民政部、国家减灾委办公室会同国土资源部、水利部、农业部、卫生计生委、林业局、地震局、气象局、海洋局等部门对2017年7月份全国自然灾害情况进行了会商分析。经核定，7月份，各类自然灾害共造成全国5430万人次受灾 ????????...展开全文c                                            ", 8月16日 10:27,13,3,11,微博 weibo.com,FhkQNcV70,0
1191,"
                                                                                                    #抗震救灾气象行动# 地震发生时，九寨沟县城的震感也很剧烈。张爱梅感到脚下的楼板像鼓面一样跳了几下，随即，值班室的灯全灭了。她的第一反应是山体滑坡砸坏了供电站，但随后袭来的眩晕感让她明白，又地震了！ °情聚八方 心牵九寨——记九寨沟地震气象应急保... ????????                                            ", 8月16日 10:08,14,4,17,微博 weibo.com,FhkJ4tdxB,1
1192,"
                                                                                                    #2017汛期# 【水上派出所】派出所多次被淹成“网红”，民警救助群众不停歇。坐标：柳州，时间：8月15日，来源：中新网 ????????                                            ", 8月16日 09:49,转发,3,28,微博 weibo.com,FhkBhC3sX,0
1193,"
                                                                                                    #夏雨来了# 这雨下得也是没谁了，希望洪水早日退去。                                            ", 8月16日 09:43,1,3,8,微博 weibo.com,FhkySpgM3,0
1194,"
                                                                                                    #热浪来袭# 今天全国各地的高温不多哟，不过，河南陕西部分地区表现有些突出，华南东部还是偏热，小伙伴们，注意防暑降温 ????????                                            ", 8月16日 09:15,4,12,19,微博 weibo.com,Fhknuujp4,0
1195,"
                                                                                                    #夏雨来了# 【柳州内涝一线直击】16日上午7点30分，我们又来到了内涝积水严重的滨江路，这里的洪水还没有退去。拍摄单位：广西区气象局，柳州市气象局。 L中国气象局的秒拍视频 ????????                                            ", 8月16日 09:06,4,14,10,秒拍网页版,FhkjNq3BP,0
1196,"
                                                                                                    #热浪来袭#【非洲到底有没有中国热？】前段时间非洲友人在北京中暑的事在网络上掀起了一波段子。至于吗？在中国热到昏厥？好吧，是时候纠正一下刻板印象了，要知道，非洲的城市跟咱们的火炉城市比起来，那可真是小巫见大巫......L分钟学堂的秒拍视频 ?????? ????????                                            ", 8月16日 08:57,49,23,48,Weico.Android,FhkgfmHTF,0
1197,"
                                                                                                    #2017汛期#【内蒙古东部华北东北等地多雷阵雨】大家早！说说天气：16日至17日，内蒙古东部、东北地区中南部以及华北中东部等地的部分地区仍多雷阵雨，雨量分布不均，局部地区伴有短时强降水或雷暴大风、冰雹等强对流天气，小时雨强20～40毫米。 ????????                                            ", 8月16日 08:25,14,2,14,微博 weibo.com,Fhk3eF6HN,0
1198,"
                                                                                                    ????#气象粉丝上线#                                            ", 8月16日 08:20,3,2,41,Weico.Android,Fhk1ik206,0
1199,"
                                                                                                    #象博士说早安# 在路上，早安图为九寨沟地震奔赴一线采访的中国气象报记者。 ????????                                            ", 8月16日 06:35,7,8,95,微博 weibo.com,FhjksszXr,1
1200,"
                                                                                                    推荐你一首你最近单曲循环的歌吧！#象博士说晚安# ????????                                            ", 8月15日 23:19,5,156,48,微博 weibo.com,Fhgtug27x,0
1201,"
                                                                                                    西安 ????美丽夕阳  #暑期旅游天气# 粉丝@哈喽波特儿 投稿 ????????                                            ", 8月15日 20:45,1,3,40,微博 weibo.com,FhfsYzQxa,0
1202,"
                                                                                                    青岛 每天都好美????#暑期旅游天气# 逸逸 投稿 ????????                                            ", 8月15日 19:31,7,18,88,Weico.Android,FheZ7CYXg,0
1203,"
                                                                                                    #气象中国#【由我守护 换你安然——北京应对强降雨气象服务掠影】刚刚过去的这个周末，北京连遭强降雨袭击。北京防汛工作尤其是气象预报预警工作一向牵动人心。如何有效安排调度排水力量？哪些景点需要关闭？极端降雨最有可能出现在哪些区域？每一个问号，都事关防汛决策部署和防灾成效，更对精细化气 ????????...展开全文c                                            ", 8月15日 17:54,1,评论,15,微博 weibo.com,FhelzkoZ4,0
1204,"
                                                                                                    #抗震救灾气象行动#【一份全面的地震灾害防范指南】多一份准备，多一点知识，就能增加一点在灾难中的存活机率。这份地震灾害防范指南，分为日常物品储备、可携带应急背包、室内准备、室外准备、防灾教育5部分，帮助你和家人了解日常生活中的必要防范，并平安度过地震灾害。L分钟学堂的秒拍视频 ?????? ????????                                            ", 8月15日 17:32,43,4,18,Weico.Android,FhecLg50a,1
1205,"
                                                                                                    #夏收夏种#【黑龙江垦区航化作业为作物“贴秋膘” 】8月15日，飞机在黑龙江省黑河市五大连池农场为大田作物喷施营养液。立秋过后，黑龙江垦区五大连池农场抓住晴好天气，利用飞机对作物喷施防病、防虫的营养液，助大田作物增产增收。新华社发（陆文祥 摄） ????????                                            ", 8月15日 16:31,转发,1,11,微博 weibo.com,FhdNSx6XB,0
1206,"
                                                                                                    回复@东有启明6西有长庚:拍片子的小伙伴们说今天江边特别冷，风都吹得站不稳，根本笑不出来//@东有启明6西有长庚:记者为什么要笑？                                            ", 8月15日 16:04,3,2,18,微博 weibo.com,FhdCWnizU,0
1207,"
                                                                                                    最可爱的人 ，还有我们的气象服务工作者，也辛苦了#抗震救灾气象行动#                                            ", 8月15日 15:46,4,10,39657,微博 weibo.com,FhdvP9yrY,0
1208,"
                                                                                                    #抗震救灾气象行动#【九寨沟举行公祭活动：近千人肃立默哀 献花悼念】8月15日10时许，警报声、汽笛声在九寨沟县城新区文化广场上空响起，悼念“8·8”九寨沟7.0级地震遇难同胞。近千人整齐列队，庄严肃立，默哀1分钟，缅怀在地震中遇难的同胞。@新京报我们视频 L新京报我们视频的秒拍视频 ?????? ????????                                            ", 8月15日 15:41,8,4,34,Weico.Android,FhdtRcBBb,1
1209,"
                                                                                                    蓝天白云红瓦绿树，雨后的大连獐子岛！#暑期旅游天气# 粉丝@周小胖xi 投稿 ????????                                            ", 8月15日 15:12,7,3,36,Weico.Android,FhdhWqKpL,0
1210,"
                                                                                                    #2017汛期# 洪水洗劫后的永吉县，记者依然感受到灾难带给人们带来的伤痛，更感受到政府部门和气象工作者在抗击暴雨洪水中所倾注的心血。 °【深度】水过留痕——“7·13”“7·19”暴雨洪水中的... ????????                                            ", 8月15日 15:02,3,评论,17,微博 weibo.com,FhddVC5kS,0
1211,"
                                                                                                    福利又来了#抗震救灾气象行动#                                             ", 8月15日 14:50,5,3,21,iPhone 6s Plus,Fhd9g1BSg,1
1212,"
                                                                                                    #热浪来袭#【持续高温致江苏阳澄湖螃蟹减产 吃货表示很难受 】今夏以来，江苏持续高温天气给阳澄湖、洪泽湖地区河蟹养殖造成严重影响。据两地养殖户介绍，入伏后天天都有螃蟹因耐不住高温死亡，部分养殖户损失惨重，普遍减产在30%以上。目前，苏州水产技术推广站已派技术人员前往受灾较严重地区。 ????????                                            ", 8月15日 14:42,29,16,22,微博 weibo.com,Fhd5Mm2PP,0
1213,"
                                                                                                    恭喜@橘子妹1025 等10名用户获得【漫画图书《警警历险记山洪来了》】, @不归的海麦麦 等10名用户获得【漫画图书《警警历险记地震求生》】。微博官方唯一抽奖工具@微博抽奖平台 对本次抽奖进行监督，结果公正有效。公证链接：O微博抽奖平台                                            ", 8月15日 14:33,5,7,58,微博活动,Fhd1ZmMzE,0
1214,"
                                                                                                    #2017年汛期##夏雨来了#【实拍：柳州洪水淹没街道】上午11点，柳州市的金沙角，沿江路，全部被洪水淹没，水位涨了2米左右，一楼商铺也全部被洪水淹没。拍摄单位：广西区气象局，柳州市气象局。 L中国气象局的秒拍视频 ????????                                            ", 8月15日 14:09,14,24,18,秒拍网页版,FhcSpsf7u,0
1215,"
                                                                                                    #气象中国#【阅兵联合指挥部致信感谢中国气象局提供精准保障 】近日，庆祝建军90周年阅兵联合指挥部向中国气象局发来感谢信，对中国气象局为阅兵顺利举行提供的气象保障表示感谢。信中写道，庆祝中国人民解放军建军90周年阅兵，是人民军队90年来首次以纪念建军为主题的阅兵活动，世人瞩目，意义 ????????...展开全文c                                            ", 8月15日 14:04,2,5,34,微博 weibo.com,FhcQdeQSP,0
1216,"
                                                                                                    #抗震救灾气象行动# 中国地震台网正式测定：08月15日11时58分在吉林松原市宁江区（北纬45.42度，东经124.75度）发生4.5级地震，震源深度7千米。@震长 ????????                                            ", 8月15日 12:47,3,15,22,Weico.Android,Fhcl7cCtE,1
1217,"
                                                                                                    #2017汛期#【暴雨致湖北咸宁4万余人受灾】8月11日20时至8月13日，湖北咸宁市普降大到暴雨，局部地区为大暴雨、特大暴雨。由于此次强降水过程持续时间长，降雨强度大，致使水库河道水位上涨迅速，截至13日12时，咸宁145座水库超汛限水位。暴雨直接导致咸宁市通城、崇阳、咸安3县（区）28个乡镇约4.33万 ????????...展开全文c                                            ", 8月15日 12:38,2,4,15,微博 weibo.com,Fhchj3Ndy,0
1218,"
                                                                                                    游走在欧洲 #暑期旅游天气# @凌山道士 投稿 ????????                                            ", 8月15日 11:45,4,2,34,微博 weibo.com,FhbVNeOnN,0
1219,"
                                                                                                    【四川#九寨沟地震#前后航拍影像对比】2017年8月8日21时19分，四川九寨沟发生7.0级地震，震源深度20千米。地震发生后，九寨沟景区内的火花海、诺日朗瀑布、箭竹海等景点不同程度受损。据了解，九寨沟的景观修复可能会是一个漫长过程。(中新社记者 刘忠俊 摄) ????????                                            ", 8月15日 10:30,36,30,27,微博 weibo.com,Fhbrlh4Ah,1
1220,"
                                                                                                    #夏收夏种#【本周农业生产建议】北方地区要继续加强作物生长关键期的田间管理，各地注意雨后及时中耕除草，合理施肥，促进玉米、大豆等作物的产量形成；棉区注意及时打顶整枝、根据苗情追施花铃肥，巩固伏桃，多结秋桃。东北和华北要做好短时强降水、风雹等强对流天气的防范工作，避免农田渍涝和作物倒 ????????...展开全文c                                            ", 8月15日 10:10,5,2,6,微博 weibo.com,FhbjfhmeD,0
1221,"
                                                                                                    初秋热三伏，长夏秋老虎，阴雨常绵绵，湿热邪气主。养生应注重，秋燥防腹泻，湿热与寒湿，兼防不疏忽。阴寒潮湿地，不可长时休，避免受湿凉，夜睡应护腹。 °立秋刚过暑去凉来 中医教你如何养生 ????????                                            ", 8月15日 09:53,34,7,37,微博 weibo.com,FhbckflvP,0
1222,"
                                                                                                    今日，南方暴雨范围将逐渐减小，强度也有所减弱。但广西、云南西北部和南部、湖南西南部、江西北部、安徽西南部等地的部分地区仍有大雨或暴雨；上述地区还将出现短时强降水，雷暴大风等强对流天气。未来三天，华北及内蒙古东部、吉林、辽宁等地的部分地区仍多雷阵雨天气，雨量分布不均，局部地区伴有短 ????????...展开全文c                                            ", 8月15日 09:50,6,5,11,微博 weibo.com,Fhbb7cW8M,0
1223,"
                                                                                                    #2017汛期#【广西融水遭遇洪水袭击】8月13日，在广西柳州市融水苗族自治县杆洞乡，救援人员转移被洪水围困的居民。连日来，受广西融水苗族自治县境内以及上游持续强降雨影响，融江水位猛涨，融水县城低洼地段被洪水淹没，部分乡镇遭遇山洪。新华社发（龙涛 摄） ????????                                            ", 8月15日 09:33,7,7,15,微博 weibo.com,Fhb4qzKOh,0
1224,"
                                                                                                    勿忘国耻！警钟长鸣！                                            ", 8月15日 09:24,50,9,530,微博 weibo.com,Fhb0Pwm1a,0
1225,"
                                                                                                    #夏收夏种#【未来一周长江中下游有强降水需防范农田洪涝】预计未来一周，北方大部地区光温条件总体较好，墒情适宜，有利于秋收作物生长发育和产量形成；东北、华北地区多雷阵雨天气，局地伴有短时强降水或大风、冰雹等强对流天气，对农业生产有一定不利影响。长江中下游地区将有较强降雨，其中18-20日 ????????...展开全文c                                            ", 8月15日 09:23,1,3,13,微博 weibo.com,Fhb0gDsqd,0
1226,"
                                                                                                    #2017汛期#【塞拉利昂泥石流致300余人遇难】中新网8月15日电 综合报道，近日，非洲国家塞拉利昂暴雨成灾，在该国首都弗里敦(Freetown)及郊区引发水灾和泥石流灾害。截至14日下午，弗里敦大规模水灾造成的遇难者已达312人之多，包括60名儿童，死亡人数预计还会持续上升。 ????????                                            ", 8月15日 09:05,2,1,17,微博 weibo.com,FhaSQxe8E,0
1227,"
                                                                                                    #2017汛期#【国家防总启动防汛Ⅳ级应急响应】14至15日，南方部分地区迎来一场强降雨，国家防总根据《国家防汛抗旱应急预案》有关规定，于14日10时启动防汛Ⅳ级应急响应。　　截至8月14日9时统计，上述7省（市、区）21市（自治州）47个县（市、区）75.4万人受灾，8人死亡，2人失踪，6.9万人紧急转移安 ????????...展开全文c                                            ", 8月15日 08:53,3,1,15,微博 weibo.com,FhaO1foSr,0
1228,"
                                                                                                    #热浪来袭##2017汛期#【未来一周华南江南西安有高温】未来一周高温将主要盘踞在华南以及江南部分地区。省会城市中，像是福州今明天最高气温都将达到35℃以上。尽管本周北方将没有大范围的高温天气，但陕西等地仍有“复燃”的趋势。像西安，预计15-17日最高气温将达到36℃以上。 ????????                                            ", 8月15日 08:33,2,9,19,微博 weibo.com,FhaGeE1vB,0
1229,"
                                                                                                    #夏雨来了##2017汛期#【东北华北多雷雨】本周前期，由于冷涡盘踞，东北、华北仍多雷雨或阵雨，但相比上周11-12日过程，出现强对流天气的概率以及严重程度要小。周后期随着冷空气入侵，阵雨或雷阵雨天气依旧频繁。不过得益于降雨，本周东北、华北等地天气相对凉爽。 ????????                                            ", 8月15日 08:30,6,3,13,微博 weibo.com,FhaEWgq1o,0
1230,"
                                                                                                    #象博士说早安# 早，考大家一个文艺的问题，古人说的夏清候是什么东东 2北京·中国气象局社区 ????????                                            ", 8月15日 08:03,3,29,32,iPhone 6s Plus,FhatMffN4,0
1231,"
                                                                                                    #抗震救灾气象行动#【雨后，九寨沟出现彩虹 】8月12日下午5点多，九寨沟县下了一场大雨，雨停后，在四川消防救援队伍的临时指挥部上空，烟雨缭绕的群山衬托下，出现美丽彩虹。美丽的彩虹，让刚刚经历一场灾害的九寨沟居民，有了一份难得的宁静。愿时间抚平伤痕，祝福九寨！（东方IC） ?? ?????? ????????                                            ", 8月15日 07:37,14,6,66,Weico.Android,Fhajdrq9k,1
1232,"
                                                                                                    早起打卡！今日14:30抽奖~????                                            ", 8月15日 07:30,2,5,58,Weico.Android,Fhagup4Pc,0
1233,"
                                                                                                    还记得你看的第一部偶像剧是什么吗？ ???? ????#象博士说晚安# ????????                                            ", 8月14日 23:52,6,80,30,微博 weibo.com,Fh7go5rWO,0
1234,"
                                                                                                    《论负隅顽抗的高温》#热浪来袭# 浙江到广东以及海南，8月15日最高气温将达到35℃以上。需要注意防暑降温。 ????????                                            ", 8月14日 20:41,2,13,22,Weico.Android,Fh60Ry7Lq,0
1235,"
                                                                                                    #暑期旅游天气# 荷塘月色。郝江震摄影 2北京·北京-玉渊潭公园 ????????                                            ", 8月14日 20:06,9,8,44,iPhone 6s Plus,Fh5MK3mmp,0
1236,"
                                                                                                    飞越新疆，俯瞰大美新疆！ #暑期旅游天气# 徐州铁警张群拍摄，@Lianwukuaisu 供图 ?????? ????????                                            ", 8月14日 18:38,10,13,58,Weico.Android,Fh5d2utKa,0
1237,"
                                                                                                    【这里有雨】今天晚上到明天，广西中北部和南部沿海、湖南中部偏南地区、江西北部、安徽南部、云南西北部和南部以及山东半岛东部等地有大到暴雨，其中，广西北部等地局地有大暴雨。上述大部地区有短时强降水，小时雨强可达20～50毫米，局地超过60毫米，局地还将伴有雷暴大风等强对流天气。 #2017汛期# ????????                                            ", 8月14日 18:18,4,10,20,Weico.Android,Fh54QA6L2,0
1238,"
                                                                                                    阿拉善左旗的落日，送给你们！@送ni一匹ma 投稿????#暑期旅游天气# ????????                                            ", 8月14日 17:06,6,7,64,Weico.Android,Fh4BLuDPj,0
1239,"
                                                                                                    #2017汛期#【中国气象局应急办】接国家防汛抗旱总指挥部办公室电，国家防总决定自8月14日10时启动防汛Ⅳ级应急响应。 ????????                                            ", 8月14日 16:39,3,3,11,Weico.Android,Fh4qYrBWl,0
1240,"
                                                                                                    汛期你常遇到的天气预报 ????????                                            ", 8月14日 16:11,10,4,10,微博 weibo.com,Fh4fgpSdn,0
1241,"
                                                                                                    #热浪来袭#【笑哭！三伏天，中国网红熊猫贝贝热到怀疑人生 】进入三伏天，气温超40度已不是什么新鲜事。来自山东的熊猫贝贝最近也热到怀疑人生，它生无可恋地坐在泳池边，呆呆地凝视着远方，一动不动的样子，连日本网友都被逗乐了。熊猫：我是谁？我在哪？L全球视频大魔王的秒拍视频 ?????? ????????                                            ", 8月14日 15:44,31,32,70,Weico.Android,Fh44lcXUL,0
1242,"
                                                                                                    #2017汛期##夏雨来了#【湖南昨发布旅游预警 湘西凤凰古城等景区暂关闭】暴雨来袭，旅游预警。按照省防汛抗旱指挥部的决定，8月12日15时起，湖南启动防汛Ⅳ级应急响应。当天下午，湖南省旅发委紧急发布旅游预警，督促各市州、区县旅游部门通知旅行社，强降雨期间要提前了解目的地气象信息，加强对游客的 ????????...展开全文c                                            ", 8月14日 15:30,1,评论,11,微博 weibo.com,Fh3YCwSy8,0
1243,"
                                                                                                    洪水，猛兽#2017汛期#                                            ", 8月14日 14:57,转发,2,1433,微博 weibo.com,Fh3LzvnZI,0
1244,"
                                                                                                    #抗震救灾气象行动# 泥石流发生前有哪些预兆？ ????????                                            ", 8月14日 14:53,4,3,12,微博 weibo.com,Fh3JNC0yf,0
1245,"
                                                                                                    #2017汛期#【于新文赴浙江检查指导汛期工作】10-12日，中国气象局副局长于新文率检查组先后到浙江杭州、温州、台州等地检查汛期气象服务工作。于新文强调要进一步做好汛期气象服务工作，按照供给侧结构性改革的要求，优化服务，为党委政府决策、各行业生产和群众生活提供支撑。O网页链接 ????????                                            ", 8月14日 14:36,1,评论,3,微博 weibo.com,Fh3CQaJlA,0
1246,"
                                                                                                    #强对流天气# #气象粉丝上线#昨晚，浙江湖州市南浔区南浔古镇，美丽魅惑的闪电，这是哪位仙子在渡劫呢@青笙离人momo ????????                                            ", 8月14日 14:03,5,13,30,微博 weibo.com,Fh3pqDnjl,0
