序号,微博内容,发布时间,转发数,评论数,点赞数,设备源,微博ID,flag
78,"
                                                                                                    #遂宁：形式多样创“青安示范岗”#近日，国网遂宁蓬溪公司组织青年员工通过“员工大讲堂”、定期推送安全生产知识和研讨课题，投身安全生产实践等方式，全面掀起“青年安全生产示范岗”创建热潮。 ????????                                            ", 9月19日 16:00,1,评论,1,微博 weibo.com,FmxyG7vN7,0
79,"
                                                                                                    物质的贫乏，不会影响灵魂的奢华                                            ", 9月19日 15:41,转发,评论,62770,微博 weibo.com,Fmxr5F5nh,-1
80,"
                                                                                                    乐山峨眉美食说到就让人直流口水，1号线倪家桥附近有一家罗目乐山特色小吃，可以让你直接在成都就吃到地道乐山味道蛋冲豆腐脑、鸳鸯豆腐脑、钵钵鸡、粉蒸牛肉 、肥肠咔饼 …都特别棒！很不错的一家乐山小吃，成都也可以吃到好次的豆腐脑、咔饼了墙裂推荐！ 看的小编口水止不住地 ????????...展开全文c                                            ", 9月19日 15:30,转发,评论,赞,微博 weibo.com,Fmxmv6Hi1,0
81,"
                                                                                                    【电力之歌】#电力人原创#（国网四川省电力公司管理培训中心????何雯懿） ????????                                            ", 9月19日 15:00,转发,评论,赞,微博 weibo.com,Fmxak7Yef,0
82,"
                                                                                                    【补觉应早睡而不是晚起，你一直都“补”错了】日本国际医疗福祉大学缔谷直人教授表示，人体在彻夜睡眠过程中，超过6~7小时后，睡眠会逐渐变浅，睡眠不足的人晚起几小时，有可能打乱生物钟及影响荷尔蒙分泌和自律神经平衡。若想多睡一会，应是早睡而不是晚起。经常睡眠不足的人，每天小憩20分钟 ????????...展开全文c                                            ", 9月19日 14:30,转发,评论,赞,微博 weibo.com,FmwY98TVP,0
83,"
                                                                                                    【说的就是你！摸黑玩手机伤视力，赶紧睡吧】黑暗中看手机不会直接导致失明，但非常伤眼。①光线不足瞳孔散大、眼压升高，容易青光眼。②半躺侧卧姿势引起左右眼视力偏差、斜视。③手机离眼睛近，造成看东西时颜色偏差、变形、模糊，甚至视力损伤。别玩手机了，早点睡吧。。。。（@生命时报 ） ????????                                            ", 9月19日 14:15,转发,评论,赞,微博 weibo.com,FmwS3wrG9,0
84,"
                                                                                                    【资阳：安全用电】9月18日，国网资阳乐至县供电公司警企联手让“电老鼠”无处可遁。 ????????                                            ", 9月19日 14:00,转发,评论,赞,微博 weibo.com,FmwLYbZcP,0
85,"
                                                                                                    读书，可以了解知识，了解思想。带领你读书的人，似灯塔，指引你方向，似圣光，洗涤你心灵。即便灾难带走了亲人，即便那痛苦终生难忘，也要坚强。你看那带领你读书的那个人，她正在带给你希望，给予你梦想。同时那被你教授的读书人，他也给了你勇气，给了你寄望。谢谢你——《我的朗读者妈妈》????????????...展开全文c                                            ", 9月19日 14:00,转发,评论,赞,微博 weibo.com,FmwLY7t9x,0
86,"
                                                                                                    【资阳：我们的爱陪着你】近日，国网资阳市雁江供电公司红细胞“五老”（离退休老干部、老战士、老教授、老专家、老模范）志愿者和青年志愿者到双龙井社区看望留守儿童。祝愿孩子们在新的学年学习进步、健康成长。（张崇贵） ????????                                            ", 9月19日 12:00,转发,评论,赞,微博 weibo.com,FmvZgebYj,0
87,"
                                                                                                    【银行卡被盗刷，这几招可能让你止损！扩散！】收到储蓄卡上78000余元被莫名转走的银行短信时，昆明市民孙先生立刻持卡到附近ATM机修改密码并存入100元，后经证实转账交易发生在异地银联ATM。近日，昆明市中级人民法院终审判决银行承担全部赔偿责任。银行卡被盗刷别慌，做这些事↓↓你可能能止损！ ?? ????????...展开全文c                                            ", 9月19日 11:30,转发,评论,1,微博 weibo.com,FmvN5gisa,0
